configuration,num_items,group,groupID
coalitional,50,"{'item_1': [7, 6, 25, 81], 'item_2': [72, 88, 54, 87], 'item_3': [51, 39, 64, 11], 'item_4': [58, 12, 9, 5], 'item_5': [23, 93, 5, 15], 'item_6': [19, 13, 97, 60], 'item_7': [28, 81, 92, 53], 'item_8': [28, 5, 51, 60], 'item_9': [66, 14, 63, 42], 'item_10': [4, 32, 65, 52], 'item_11': [42, 5, 79, 75], 'item_12': [75, 94, 20, 30], 'item_13': [52, 77, 12, 5], 'item_14': [66, 42, 16, 89], 'item_15': [99, 95, 54, 73], 'item_16': [60, 1, 96, 29], 'item_17': [44, 39, 26, 85], 'item_18': [88, 40, 13, 12], 'item_19': [8, 1, 22, 8], 'item_20': [45, 5, 22, 88], 'item_21': [32, 54, 92, 29], 'item_22': [65, 20, 1, 48], 'item_23': [5, 6, 91, 96], 'item_24': [66, 39, 1, 64], 'item_25': [96, 62, 41, 90], 'item_26': [1, 29, 67, 91], 'item_27': [5, 71, 36, 47], 'item_28': [3, 21, 25, 61], 'item_29': [95, 60, 4, 1], 'item_30': [39, 69, 47, 36], 'item_31': [49, 19, 72, 60], 'item_32': [98, 7, 87, 89], 'item_33': [94, 50, 94, 32], 'item_34': [48, 32, 62, 1], 'item_35': [65, 63, 5, 12], 'item_36': [41, 27, 91, 21], 'item_37': [29, 50, 8, 25], 'item_38': [10, 70, 69, 9], 'item_39': [63, 23, 61, 81], 'item_40': [74, 47, 48, 2], 'item_41': [35, 48, 83, 100], 'item_42': [22, 81, 8, 32], 'item_43': [98, 73, 86, 44], 'item_44': [1, 60, 34, 74], 'item_45': [6, 21, 97, 83], 'item_46': [82, 94, 8, 45], 'item_47': [22, 25, 41, 81], 'item_48': [76, 44, 23, 12], 'item_49': [84, 54, 17, 73], 'item_50': [72, 50, 88, 84]}",353.0
coalitional,50,"{'item_1': [34, 46, 56, 80], 'item_2': [89, 97, 8, 79], 'item_3': [36, 66, 35, 38], 'item_4': [80, 33, 81, 1], 'item_5': [37, 40, 10, 59], 'item_6': [45, 22, 69, 42], 'item_7': [44, 69, 35, 67], 'item_8': [19, 55, 74, 67], 'item_9': [32, 78, 71, 48], 'item_10': [42, 79, 15, 5], 'item_11': [67, 66, 38, 4], 'item_12': [1, 25, 58, 1], 'item_13': [9, 40, 38, 86], 'item_14': [16, 3, 40, 66], 'item_15': [84, 35, 74, 16], 'item_16': [15, 90, 77, 23], 'item_17': [55, 90, 67, 15], 'item_18': [5, 56, 88, 70], 'item_19': [23, 79, 93, 77], 'item_20': [46, 24, 78, 44], 'item_21': [3, 64, 32, 86], 'item_22': [16, 66, 22, 64], 'item_23': [28, 66, 13, 42], 'item_24': [14, 5, 43, 66], 'item_25': [9, 38, 25, 33], 'item_26': [86, 82, 19, 4], 'item_27': [11, 59, 55, 16], 'item_28': [41, 68, 43, 99], 'item_29': [10, 67, 70, 49], 'item_30': [49, 77, 44, 1], 'item_31': [100, 58, 46, 77], 'item_32': [12, 12, 99, 86], 'item_33': [40, 48, 5, 86], 'item_34': [3, 53, 33, 93], 'item_35': [71, 86, 1, 18], 'item_36': [1, 74, 19, 12], 'item_37': [9, 66, 18, 83], 'item_38': [13, 19, 55, 91], 'item_39': [70, 98, 7, 7], 'item_40': [100, 85, 44, 44], 'item_41': [99, 42, 87, 39], 'item_42': [79, 50, 68, 42], 'item_43': [22, 5, 85, 49], 'item_44': [23, 97, 21, 5], 'item_45': [80, 76, 5, 51], 'item_46': [69, 6, 1, 20], 'item_47': [5, 1, 88, 89], 'item_48': [63, 1, 29, 97], 'item_49': [31, 61, 49, 7], 'item_50': [8, 68, 95, 76]}",354.0
coalitional,50,"{'item_1': [16, 3, 95, 90], 'item_2': [39, 29, 49, 81], 'item_3': [8, 36, 90, 62], 'item_4': [63, 90, 42, 33], 'item_5': [5, 27, 5, 54], 'item_6': [80, 88, 3, 37], 'item_7': [5, 7, 28, 53], 'item_8': [61, 91, 60, 1], 'item_9': [94, 81, 91, 74], 'item_10': [12, 1, 92, 78], 'item_11': [28, 7, 63, 100], 'item_12': [9, 33, 71, 21], 'item_13': [25, 45, 59, 36], 'item_14': [15, 34, 45, 66], 'item_15': [94, 24, 85, 70], 'item_16': [19, 49, 71, 32], 'item_17': [89, 11, 10, 16], 'item_18': [15, 8, 58, 75], 'item_19': [18, 33, 79, 75], 'item_20': [89, 15, 70, 76], 'item_21': [80, 47, 48, 100], 'item_22': [57, 29, 32, 63], 'item_23': [60, 58, 47, 73], 'item_24': [40, 31, 1, 40], 'item_25': [43, 28, 40, 56], 'item_26': [96, 29, 4, 2], 'item_27': [57, 76, 27, 42], 'item_28': [75, 88, 1, 6], 'item_29': [80, 5, 46, 98], 'item_30': [1, 1, 100, 92], 'item_31': [88, 5, 77, 98], 'item_32': [87, 63, 42, 4], 'item_33': [71, 55, 89, 24], 'item_34': [24, 74, 43, 33], 'item_35': [36, 41, 96, 5], 'item_36': [37, 38, 33, 59], 'item_37': [4, 47, 94, 15], 'item_38': [24, 66, 37, 92], 'item_39': [40, 28, 75, 49], 'item_40': [22, 80, 9, 34], 'item_41': [1, 75, 46, 12], 'item_42': [54, 27, 64, 42], 'item_43': [71, 37, 17, 5], 'item_44': [33, 67, 73, 52], 'item_45': [18, 29, 92, 55], 'item_46': [42, 32, 50, 67], 'item_47': [71, 96, 20, 1], 'item_48': [50, 10, 63, 2], 'item_49': [74, 32, 90, 10], 'item_50': [58, 65, 5, 92]}",355.0
coalitional,50,"{'item_1': [28, 55, 5, 56], 'item_2': [13, 16, 25, 50], 'item_3': [36, 23, 79, 78], 'item_4': [57, 68, 24, 88], 'item_5': [75, 68, 96, 74], 'item_6': [95, 63, 41, 15], 'item_7': [93, 58, 82, 16], 'item_8': [17, 1, 97, 27], 'item_9': [6, 43, 71, 79], 'item_10': [82, 90, 8, 6], 'item_11': [35, 26, 2, 14], 'item_12': [89, 62, 9, 13], 'item_13': [42, 22, 58, 70], 'item_14': [84, 16, 49, 53], 'item_15': [37, 5, 67, 7], 'item_16': [47, 21, 77, 91], 'item_17': [53, 50, 16, 5], 'item_18': [47, 52, 3, 12], 'item_19': [19, 65, 24, 30], 'item_20': [57, 83, 93, 19], 'item_21': [57, 1, 92, 87], 'item_22': [81, 42, 1, 32], 'item_23': [65, 89, 54, 10], 'item_24': [1, 27, 18, 88], 'item_25': [42, 76, 26, 41], 'item_26': [49, 58, 17, 10], 'item_27': [20, 30, 24, 95], 'item_28': [95, 28, 5, 5], 'item_29': [5, 20, 92, 30], 'item_30': [63, 32, 1, 8], 'item_31': [49, 21, 23, 95], 'item_32': [77, 75, 30, 25], 'item_33': [77, 13, 87, 34], 'item_34': [63, 44, 32, 61], 'item_35': [97, 8, 34, 40], 'item_36': [49, 78, 22, 79], 'item_37': [15, 36, 6, 54], 'item_38': [25, 64, 58, 13], 'item_39': [57, 23, 28, 29], 'item_40': [1, 20, 66, 56], 'item_41': [74, 99, 75, 36], 'item_42': [58, 69, 26, 68], 'item_43': [3, 5, 58, 78], 'item_44': [5, 28, 59, 3], 'item_45': [66, 22, 6, 60], 'item_46': [58, 98, 13, 1], 'item_47': [65, 78, 8, 50], 'item_48': [95, 59, 4, 61], 'item_49': [56, 70, 11, 52], 'item_50': [84, 44, 34, 1]}",356.0
coalitional,50,"{'item_1': [72, 49, 35, 40], 'item_2': [5, 5, 1, 88], 'item_3': [16, 24, 37, 15], 'item_4': [100, 62, 81, 20], 'item_5': [69, 43, 53, 5], 'item_6': [27, 30, 39, 40], 'item_7': [82, 100, 29, 9], 'item_8': [43, 26, 42, 87], 'item_9': [30, 64, 65, 48], 'item_10': [40, 33, 91, 88], 'item_11': [19, 26, 30, 95], 'item_12': [20, 46, 91, 31], 'item_13': [90, 89, 51, 44], 'item_14': [25, 17, 97, 86], 'item_15': [85, 5, 31, 44], 'item_16': [92, 83, 1, 30], 'item_17': [70, 97, 86, 49], 'item_18': [3, 73, 69, 31], 'item_19': [44, 54, 71, 11], 'item_20': [40, 76, 8, 52], 'item_21': [26, 23, 72, 100], 'item_22': [33, 39, 80, 6], 'item_23': [9, 1, 65, 50], 'item_24': [84, 77, 13, 45], 'item_25': [62, 6, 24, 56], 'item_26': [50, 64, 99, 4], 'item_27': [43, 42, 23, 5], 'item_28': [17, 75, 14, 35], 'item_29': [16, 2, 82, 31], 'item_30': [65, 97, 34, 50], 'item_31': [52, 88, 21, 13], 'item_32': [56, 37, 13, 13], 'item_33': [6, 97, 65, 7], 'item_34': [43, 11, 94, 72], 'item_35': [67, 8, 59, 19], 'item_36': [44, 50, 68, 45], 'item_37': [50, 81, 59, 75], 'item_38': [58, 92, 7, 45], 'item_39': [44, 89, 51, 31], 'item_40': [81, 45, 68, 1], 'item_41': [1, 97, 20, 54], 'item_42': [46, 33, 9, 62], 'item_43': [4, 37, 39, 100], 'item_44': [14, 96, 87, 84], 'item_45': [45, 100, 22, 9], 'item_46': [95, 28, 5, 61], 'item_47': [5, 1, 90, 66], 'item_48': [66, 59, 78, 51], 'item_49': [86, 47, 14, 1], 'item_50': [1, 91, 5, 30]}",357.0
coalitional,50,"{'item_1': [47, 29, 96, 93], 'item_2': [71, 90, 6, 64], 'item_3': [89, 47, 66, 19], 'item_4': [56, 98, 57, 12], 'item_5': [55, 81, 18, 18], 'item_6': [15, 5, 88, 20], 'item_7': [26, 22, 62, 18], 'item_8': [75, 42, 81, 72], 'item_9': [6, 19, 54, 92], 'item_10': [93, 22, 1, 7], 'item_11': [48, 92, 10, 17], 'item_12': [90, 72, 71, 15], 'item_13': [100, 19, 57, 89], 'item_14': [33, 97, 69, 1], 'item_15': [26, 25, 21, 96], 'item_16': [42, 34, 5, 60], 'item_17': [33, 76, 9, 24], 'item_18': [39, 47, 59, 5], 'item_19': [5, 25, 81, 91], 'item_20': [20, 5, 74, 61], 'item_21': [69, 68, 93, 5], 'item_22': [94, 87, 55, 55], 'item_23': [38, 18, 69, 49], 'item_24': [56, 84, 37, 32], 'item_25': [1, 15, 84, 66], 'item_26': [27, 74, 90, 71], 'item_27': [5, 1, 47, 53], 'item_28': [25, 43, 79, 63], 'item_29': [1, 57, 86, 83], 'item_30': [100, 9, 66, 73], 'item_31': [98, 19, 68, 23], 'item_32': [73, 49, 22, 91], 'item_33': [99, 60, 53, 63], 'item_34': [23, 27, 83, 85], 'item_35': [47, 93, 1, 27], 'item_36': [53, 97, 70, 87], 'item_37': [24, 31, 93, 52], 'item_38': [75, 82, 15, 19], 'item_39': [9, 49, 91, 29], 'item_40': [88, 13, 29, 12], 'item_41': [91, 80, 26, 26], 'item_42': [56, 88, 5, 16], 'item_43': [84, 19, 10, 78], 'item_44': [66, 67, 72, 7], 'item_45': [4, 47, 61, 39], 'item_46': [34, 48, 18, 48], 'item_47': [67, 39, 49, 87], 'item_48': [75, 59, 79, 94], 'item_49': [57, 25, 60, 1], 'item_50': [2, 1, 83, 74]}",358.0
coalitional,50,"{'item_1': [44, 32, 55, 80], 'item_2': [19, 24, 65, 62], 'item_3': [27, 1, 49, 54], 'item_4': [1, 21, 55, 35], 'item_5': [18, 63, 36, 42], 'item_6': [56, 8, 78, 84], 'item_7': [68, 81, 68, 77], 'item_8': [44, 31, 15, 27], 'item_9': [84, 25, 15, 14], 'item_10': [88, 100, 69, 67], 'item_11': [98, 75, 81, 1], 'item_12': [38, 63, 82, 66], 'item_13': [6, 79, 2, 73], 'item_14': [34, 83, 84, 13], 'item_15': [18, 37, 94, 5], 'item_16': [26, 77, 59, 47], 'item_17': [5, 22, 5, 46], 'item_18': [34, 17, 9, 99], 'item_19': [46, 85, 100, 39], 'item_20': [79, 13, 86, 71], 'item_21': [52, 8, 48, 76], 'item_22': [5, 75, 98, 52], 'item_23': [81, 45, 1, 83], 'item_24': [96, 53, 93, 88], 'item_25': [47, 66, 7, 5], 'item_26': [57, 20, 66, 24], 'item_27': [58, 20, 97, 75], 'item_28': [99, 40, 31, 55], 'item_29': [75, 97, 26, 19], 'item_30': [65, 5, 100, 44], 'item_31': [40, 5, 10, 11], 'item_32': [38, 39, 36, 90], 'item_33': [11, 76, 98, 78], 'item_34': [22, 1, 40, 32], 'item_35': [45, 82, 98, 84], 'item_36': [20, 22, 92, 98], 'item_37': [54, 20, 49, 69], 'item_38': [32, 100, 21, 92], 'item_39': [32, 12, 78, 91], 'item_40': [19, 50, 66, 92], 'item_41': [27, 31, 71, 23], 'item_42': [85, 98, 1, 1], 'item_43': [1, 68, 60, 100], 'item_44': [94, 56, 85, 32], 'item_45': [24, 13, 77, 99], 'item_46': [18, 61, 100, 94], 'item_47': [43, 69, 5, 14], 'item_48': [21, 9, 94, 92], 'item_49': [81, 41, 39, 1], 'item_50': [66, 56, 43, 20]}",359.0
coalitional,50,"{'item_1': [94, 58, 61, 90], 'item_2': [5, 63, 7, 5], 'item_3': [8, 12, 32, 88], 'item_4': [43, 1, 91, 23], 'item_5': [88, 76, 70, 73], 'item_6': [5, 19, 89, 86], 'item_7': [79, 19, 18, 44], 'item_8': [79, 94, 23, 14], 'item_9': [56, 48, 90, 57], 'item_10': [69, 26, 27, 7], 'item_11': [6, 76, 67, 100], 'item_12': [65, 90, 62, 3], 'item_13': [17, 5, 68, 78], 'item_14': [66, 43, 18, 48], 'item_15': [98, 49, 1, 12], 'item_16': [48, 5, 33, 13], 'item_17': [39, 12, 74, 40], 'item_18': [82, 29, 93, 93], 'item_19': [92, 90, 84, 44], 'item_20': [70, 51, 12, 83], 'item_21': [83, 98, 45, 6], 'item_22': [11, 56, 40, 79], 'item_23': [1, 9, 83, 51], 'item_24': [75, 83, 2, 9], 'item_25': [31, 61, 83, 41], 'item_26': [93, 76, 4, 56], 'item_27': [82, 27, 20, 18], 'item_28': [89, 76, 5, 7], 'item_29': [68, 26, 86, 33], 'item_30': [68, 73, 11, 58], 'item_31': [89, 67, 6, 67], 'item_32': [10, 90, 5, 14], 'item_33': [2, 1, 95, 1], 'item_34': [1, 90, 81, 88], 'item_35': [42, 59, 78, 39], 'item_36': [98, 100, 37, 13], 'item_37': [68, 46, 19, 32], 'item_38': [28, 58, 9, 5], 'item_39': [67, 94, 44, 16], 'item_40': [62, 2, 96, 100], 'item_41': [97, 7, 7, 24], 'item_42': [80, 43, 31, 21], 'item_43': [47, 19, 22, 42], 'item_44': [57, 43, 46, 96], 'item_45': [46, 97, 1, 1], 'item_46': [6, 92, 91, 26], 'item_47': [74, 31, 33, 54], 'item_48': [91, 91, 41, 37], 'item_49': [19, 9, 25, 41], 'item_50': [23, 47, 10, 38]}",360.0
coalitional,50,"{'item_1': [42, 44, 14, 79], 'item_2': [50, 42, 86, 8], 'item_3': [87, 14, 6, 61], 'item_4': [20, 15, 50, 92], 'item_5': [95, 96, 85, 52], 'item_6': [57, 95, 18, 35], 'item_7': [83, 98, 21, 14], 'item_8': [15, 25, 51, 32], 'item_9': [84, 58, 50, 30], 'item_10': [85, 37, 47, 5], 'item_11': [8, 33, 1, 75], 'item_12': [44, 1, 66, 75], 'item_13': [57, 57, 27, 40], 'item_14': [51, 10, 81, 46], 'item_15': [5, 1, 87, 12], 'item_16': [45, 62, 78, 68], 'item_17': [34, 74, 28, 71], 'item_18': [1, 24, 23, 92], 'item_19': [73, 5, 87, 14], 'item_20': [11, 20, 82, 39], 'item_21': [24, 74, 73, 39], 'item_22': [78, 7, 48, 87], 'item_23': [48, 39, 91, 75], 'item_24': [94, 100, 23, 1], 'item_25': [54, 68, 62, 58], 'item_26': [32, 75, 59, 83], 'item_27': [87, 90, 15, 81], 'item_28': [63, 17, 69, 91], 'item_29': [26, 74, 55, 22], 'item_30': [39, 52, 96, 66], 'item_31': [59, 59, 24, 7], 'item_32': [3, 68, 35, 38], 'item_33': [100, 9, 13, 25], 'item_34': [81, 31, 4, 2], 'item_35': [40, 33, 30, 40], 'item_36': [69, 80, 19, 65], 'item_37': [15, 83, 4, 67], 'item_38': [65, 65, 5, 1], 'item_39': [84, 74, 28, 1], 'item_40': [36, 41, 61, 49], 'item_41': [42, 34, 26, 76], 'item_42': [11, 39, 5, 70], 'item_43': [27, 87, 70, 37], 'item_44': [87, 20, 30, 18], 'item_45': [1, 5, 100, 76], 'item_46': [2, 6, 42, 5], 'item_47': [5, 49, 1, 13], 'item_48': [33, 62, 23, 13], 'item_49': [1, 43, 60, 72], 'item_50': [14, 7, 38, 89]}",361.0
coalitional,50,"{'item_1': [50, 89, 1, 66], 'item_2': [69, 29, 6, 11], 'item_3': [90, 56, 84, 45], 'item_4': [22, 5, 14, 77], 'item_5': [2, 49, 48, 47], 'item_6': [18, 29, 96, 93], 'item_7': [61, 49, 61, 98], 'item_8': [31, 97, 29, 25], 'item_9': [81, 69, 37, 3], 'item_10': [5, 88, 1, 33], 'item_11': [18, 67, 24, 34], 'item_12': [64, 26, 35, 37], 'item_13': [58, 42, 7, 37], 'item_14': [13, 96, 52, 1], 'item_15': [55, 84, 35, 28], 'item_16': [57, 95, 46, 16], 'item_17': [57, 62, 93, 64], 'item_18': [4, 64, 67, 82], 'item_19': [1, 69, 44, 52], 'item_20': [3, 2, 81, 89], 'item_21': [51, 49, 71, 97], 'item_22': [82, 25, 86, 19], 'item_23': [1, 58, 39, 31], 'item_24': [78, 23, 17, 1], 'item_25': [27, 20, 47, 5], 'item_26': [43, 36, 32, 96], 'item_27': [8, 65, 82, 47], 'item_28': [97, 69, 24, 39], 'item_29': [83, 98, 8, 10], 'item_30': [30, 47, 5, 35], 'item_31': [19, 70, 57, 7], 'item_32': [21, 1, 34, 71], 'item_33': [91, 87, 16, 14], 'item_34': [14, 71, 8, 56], 'item_35': [43, 56, 5, 48], 'item_36': [12, 1, 6, 1], 'item_37': [11, 9, 99, 92], 'item_38': [7, 16, 37, 59], 'item_39': [14, 27, 59, 7], 'item_40': [90, 68, 67, 84], 'item_41': [89, 53, 87, 47], 'item_42': [61, 32, 64, 6], 'item_43': [25, 51, 40, 47], 'item_44': [46, 5, 14, 42], 'item_45': [40, 43, 94, 85], 'item_46': [26, 27, 100, 5], 'item_47': [79, 90, 21, 44], 'item_48': [5, 37, 83, 84], 'item_49': [10, 46, 79, 2], 'item_50': [68, 47, 86, 15]}",362.0
coalitional,50,"{'item_1': [39, 69, 65, 81], 'item_2': [69, 33, 8, 82], 'item_3': [58, 40, 1, 4], 'item_4': [22, 78, 54, 1], 'item_5': [78, 48, 58, 34], 'item_6': [29, 29, 6, 4], 'item_7': [58, 58, 90, 41], 'item_8': [67, 5, 81, 67], 'item_9': [12, 43, 82, 41], 'item_10': [16, 93, 14, 72], 'item_11': [67, 68, 54, 26], 'item_12': [34, 64, 11, 1], 'item_13': [73, 100, 63, 68], 'item_14': [77, 31, 27, 84], 'item_15': [49, 63, 77, 10], 'item_16': [66, 1, 12, 8], 'item_17': [72, 28, 5, 27], 'item_18': [82, 98, 16, 12], 'item_19': [93, 95, 2, 20], 'item_20': [96, 64, 3, 41], 'item_21': [5, 36, 14, 97], 'item_22': [37, 1, 94, 97], 'item_23': [14, 37, 5, 76], 'item_24': [98, 79, 6, 38], 'item_25': [48, 19, 88, 73], 'item_26': [87, 42, 42, 58], 'item_27': [10, 80, 41, 14], 'item_28': [63, 5, 21, 38], 'item_29': [51, 16, 93, 11], 'item_30': [79, 55, 32, 52], 'item_31': [17, 6, 20, 12], 'item_32': [11, 81, 87, 15], 'item_33': [77, 34, 12, 14], 'item_34': [97, 78, 66, 5], 'item_35': [78, 75, 84, 42], 'item_36': [94, 78, 2, 16], 'item_37': [55, 92, 53, 4], 'item_38': [29, 56, 12, 24], 'item_39': [1, 52, 68, 54], 'item_40': [84, 27, 58, 20], 'item_41': [11, 72, 32, 45], 'item_42': [1, 70, 1, 61], 'item_43': [9, 89, 18, 5], 'item_44': [44, 52, 31, 50], 'item_45': [6, 17, 98, 85], 'item_46': [28, 43, 78, 54], 'item_47': [74, 94, 76, 22], 'item_48': [40, 66, 80, 23], 'item_49': [37, 40, 92, 95], 'item_50': [5, 66, 55, 54]}",363.0
coalitional,50,"{'item_1': [2, 5, 96, 37], 'item_2': [36, 59, 6, 100], 'item_3': [37, 62, 4, 13], 'item_4': [77, 50, 18, 23], 'item_5': [14, 1, 68, 68], 'item_6': [5, 83, 97, 92], 'item_7': [25, 43, 13, 84], 'item_8': [40, 18, 30, 26], 'item_9': [79, 66, 20, 61], 'item_10': [10, 3, 96, 94], 'item_11': [84, 15, 65, 18], 'item_12': [41, 53, 40, 5], 'item_13': [38, 40, 97, 93], 'item_14': [21, 71, 85, 97], 'item_15': [61, 21, 88, 51], 'item_16': [54, 32, 17, 19], 'item_17': [80, 92, 38, 10], 'item_18': [26, 84, 61, 93], 'item_19': [21, 50, 26, 96], 'item_20': [28, 5, 70, 55], 'item_21': [27, 73, 3, 38], 'item_22': [66, 77, 49, 84], 'item_23': [60, 97, 84, 15], 'item_24': [40, 72, 72, 9], 'item_25': [21, 6, 72, 54], 'item_26': [1, 80, 21, 14], 'item_27': [68, 14, 24, 55], 'item_28': [5, 35, 96, 99], 'item_29': [5, 1, 55, 55], 'item_30': [30, 5, 35, 38], 'item_31': [78, 51, 43, 79], 'item_32': [51, 61, 3, 23], 'item_33': [85, 90, 13, 1], 'item_34': [75, 36, 5, 82], 'item_35': [58, 64, 81, 49], 'item_36': [74, 57, 18, 22], 'item_37': [1, 94, 95, 19], 'item_38': [56, 95, 31, 19], 'item_39': [51, 59, 19, 8], 'item_40': [52, 53, 1, 67], 'item_41': [66, 81, 83, 74], 'item_42': [11, 45, 2, 92], 'item_43': [65, 53, 1, 24], 'item_44': [15, 74, 33, 48], 'item_45': [20, 37, 32, 49], 'item_46': [38, 88, 5, 8], 'item_47': [53, 87, 9, 1], 'item_48': [64, 18, 88, 29], 'item_49': [31, 19, 23, 5], 'item_50': [60, 90, 55, 39]}",364.0
coalitional,50,"{'item_1': [21, 30, 7, 13], 'item_2': [53, 23, 11, 8], 'item_3': [58, 15, 55, 78], 'item_4': [92, 38, 46, 74], 'item_5': [62, 26, 66, 35], 'item_6': [5, 7, 1, 65], 'item_7': [61, 25, 1, 6], 'item_8': [6, 3, 90, 84], 'item_9': [48, 2, 65, 56], 'item_10': [64, 97, 17, 5], 'item_11': [60, 52, 16, 46], 'item_12': [77, 1, 62, 69], 'item_13': [43, 17, 73, 1], 'item_14': [11, 89, 5, 66], 'item_15': [8, 90, 18, 72], 'item_16': [54, 21, 22, 31], 'item_17': [96, 25, 3, 5], 'item_18': [92, 82, 56, 11], 'item_19': [54, 12, 83, 95], 'item_20': [88, 5, 49, 74], 'item_21': [81, 97, 5, 6], 'item_22': [64, 3, 22, 44], 'item_23': [54, 54, 36, 5], 'item_24': [1, 49, 70, 44], 'item_25': [96, 38, 94, 26], 'item_26': [46, 5, 84, 65], 'item_27': [1, 78, 51, 47], 'item_28': [43, 65, 3, 1], 'item_29': [78, 87, 1, 24], 'item_30': [68, 91, 94, 49], 'item_31': [20, 43, 95, 31], 'item_32': [24, 47, 96, 30], 'item_33': [7, 5, 97, 19], 'item_34': [80, 61, 23, 24], 'item_35': [94, 45, 61, 24], 'item_36': [90, 68, 100, 65], 'item_37': [39, 87, 6, 96], 'item_38': [16, 1, 8, 78], 'item_39': [55, 54, 15, 58], 'item_40': [19, 56, 65, 93], 'item_41': [92, 33, 37, 75], 'item_42': [27, 12, 81, 35], 'item_43': [92, 63, 72, 27], 'item_44': [46, 10, 86, 63], 'item_45': [42, 64, 70, 17], 'item_46': [62, 24, 87, 95], 'item_47': [5, 20, 21, 57], 'item_48': [91, 97, 27, 33], 'item_49': [19, 19, 85, 73], 'item_50': [46, 34, 93, 100]}",365.0
coalitional,50,"{'item_1': [80, 89, 82, 13], 'item_2': [36, 61, 92, 43], 'item_3': [11, 59, 18, 52], 'item_4': [7, 5, 97, 48], 'item_5': [1, 94, 61, 60], 'item_6': [79, 57, 30, 1], 'item_7': [17, 3, 1, 18], 'item_8': [48, 47, 70, 34], 'item_9': [1, 1, 86, 95], 'item_10': [97, 52, 29, 2], 'item_11': [86, 55, 37, 19], 'item_12': [79, 42, 36, 86], 'item_13': [66, 50, 5, 81], 'item_14': [65, 18, 93, 100], 'item_15': [50, 83, 52, 82], 'item_16': [25, 82, 18, 52], 'item_17': [58, 93, 10, 5], 'item_18': [5, 4, 41, 68], 'item_19': [34, 15, 27, 23], 'item_20': [31, 28, 2, 81], 'item_21': [53, 95, 81, 55], 'item_22': [19, 99, 73, 38], 'item_23': [5, 43, 84, 66], 'item_24': [45, 64, 92, 82], 'item_25': [38, 95, 38, 33], 'item_26': [10, 18, 87, 64], 'item_27': [8, 17, 100, 75], 'item_28': [79, 8, 21, 60], 'item_29': [51, 37, 35, 25], 'item_30': [23, 9, 69, 78], 'item_31': [12, 45, 5, 84], 'item_32': [53, 56, 17, 48], 'item_33': [72, 41, 93, 83], 'item_34': [82, 73, 43, 26], 'item_35': [23, 33, 37, 19], 'item_36': [87, 86, 48, 78], 'item_37': [86, 22, 18, 59], 'item_38': [58, 70, 32, 5], 'item_39': [32, 90, 1, 1], 'item_40': [84, 1, 1, 29], 'item_41': [75, 86, 22, 11], 'item_42': [72, 14, 77, 76], 'item_43': [93, 69, 25, 13], 'item_44': [6, 25, 12, 8], 'item_45': [69, 100, 93, 45], 'item_46': [48, 28, 45, 61], 'item_47': [13, 5, 64, 96], 'item_48': [56, 9, 27, 75], 'item_49': [63, 76, 68, 91], 'item_50': [85, 3, 93, 10]}",366.0
coalitional,50,"{'item_1': [67, 56, 67, 81], 'item_2': [88, 40, 98, 71], 'item_3': [51, 92, 1, 21], 'item_4': [1, 49, 8, 83], 'item_5': [39, 44, 21, 46], 'item_6': [30, 7, 69, 5], 'item_7': [5, 42, 25, 25], 'item_8': [93, 30, 34, 33], 'item_9': [21, 35, 86, 71], 'item_10': [52, 42, 26, 25], 'item_11': [7, 17, 94, 67], 'item_12': [11, 63, 43, 94], 'item_13': [24, 66, 78, 31], 'item_14': [73, 44, 46, 6], 'item_15': [34, 76, 91, 38], 'item_16': [72, 87, 18, 27], 'item_17': [97, 78, 58, 12], 'item_18': [20, 50, 84, 29], 'item_19': [46, 32, 9, 15], 'item_20': [48, 67, 60, 31], 'item_21': [88, 49, 42, 1], 'item_22': [1, 9, 80, 75], 'item_23': [11, 70, 54, 11], 'item_24': [78, 2, 99, 86], 'item_25': [18, 10, 60, 69], 'item_26': [100, 50, 25, 4], 'item_27': [5, 73, 81, 85], 'item_28': [11, 26, 69, 50], 'item_29': [91, 1, 38, 82], 'item_30': [2, 83, 67, 23], 'item_31': [50, 63, 98, 71], 'item_32': [44, 39, 81, 82], 'item_33': [87, 9, 51, 20], 'item_34': [2, 43, 5, 15], 'item_35': [12, 1, 72, 94], 'item_36': [84, 64, 1, 29], 'item_37': [73, 2, 29, 100], 'item_38': [21, 5, 31, 93], 'item_39': [47, 15, 60, 5], 'item_40': [85, 84, 18, 11], 'item_41': [1, 5, 78, 99], 'item_42': [67, 29, 94, 9], 'item_43': [8, 3, 36, 46], 'item_44': [9, 42, 70, 74], 'item_45': [64, 86, 16, 50], 'item_46': [72, 87, 5, 68], 'item_47': [96, 82, 72, 96], 'item_48': [83, 73, 79, 44], 'item_49': [88, 31, 69, 29], 'item_50': [17, 89, 36, 1]}",367.0
